"Dataset"	"Disease"	"Tissue"	"Sample"	"Replicate"	"ORF1p"	"ORF2p"	"ORF0"	"ORF1p_variants"	"ORF2p_variants"	"HERV_proteins"	"PTMs"	"Study"	"spectralSize"	"diseaseState"
"98"	"PXD000944"	"breast cancer"	"breast cell line"	97	1	0	0	0	"0"	"0"	"0"	NA	"breast_cancer_or_breast_cancer_cell_line"	5802.325	"disease"
"99"	"PXD000944"	"breast cancer"	"breast cell line"	98	1	0	0	0	"0"	"0"	"0"	NA	"breast_cancer_or_breast_cancer_cell_line"	5802.325	"disease"
"100"	"PXD000944"	"breast cancer"	"breast cell line"	99	1	0	0	0	"0"	"0"	"0"	NA	"breast_cancer_or_breast_cancer_cell_line"	5802.325	"disease"
"101"	"PXD000944"	"breast cancer"	"breast cell line"	100	1	0	0	0	"0"	"ORF2p_HS_25_(41.667),ORF2p_PA2_6_(19.444)"	"0"	NA	"breast_cancer_or_breast_cancer_cell_line"	5802.325	"disease"
"102"	"PXD000944"	"breast cancer"	"breast cell line"	101	1	0	0	0	"0"	"0"	"0"	NA	"breast_cancer_or_breast_cancer_cell_line"	5802.325	"disease"
"103"	"PXD000944"	"breast cancer"	"breast cell line"	102	1	0	0	0	"0"	"0"	"0"	NA	"breast_cancer_or_breast_cancer_cell_line"	5802.325	"disease"
"104"	"PXD000944"	"breast cancer"	"breast cell line"	103	1	0	0	0	"0"	"0"	"0"	NA	"breast_cancer_or_breast_cancer_cell_line"	5802.325	"disease"
"105"	"PXD000944"	"breast cancer"	"breast cell line"	104	1	0	0	0	"0"	"0"	"0"	NA	"breast_cancer_or_breast_cancer_cell_line"	5802.325	"disease"
"106"	"PXD000944"	"breast cancer"	"breast cell line"	105	1	0	0	0	"0"	"0"	"0"	NA	"breast_cancer_or_breast_cancer_cell_line"	5802.325	"disease"
"107"	"PXD000944"	"breast cancer"	"breast cell line"	106	1	0	0	0	"0"	"0"	"0"	NA	"breast_cancer_or_breast_cancer_cell_line"	5802.325	"disease"
"108"	"PXD000944"	"breast cancer"	"breast cell line"	107	1	0	0	0	"0"	"0"	"0"	NA	"breast_cancer_or_breast_cancer_cell_line"	5802.325	"disease"
"109"	"PXD000944"	"breast cancer"	"breast cell line"	108	1	0	0	0	"0"	"0"	"0"	NA	"breast_cancer_or_breast_cancer_cell_line"	5802.325	"disease"
"110"	"PXD000944"	"breast cancer"	"breast cell line"	109	1	0	0	0	"0"	"0"	"0"	NA	"breast_cancer_or_breast_cancer_cell_line"	5802.325	"disease"
"111"	"PXD002211"	"normal"	"HUVEC"	1	1	0	0	0	"0"	"0"	"0"	NA	"inflammation"	841.727	"healthy"
"112"	"PXD002211"	"normal"	"HUVEC"	1	1	0	0	0	"0"	"0"	"0"	NA	"inflammation"	841.727	"healthy"
"113"	"PXD002211"	"normal"	"HUVEC"	2	1	0	0	0	"0"	"0"	"P61576_(82.857)"	NA	"inflammation"	841.727	"healthy"
"114"	"PXD002211"	"normal"	"HUVEC"	2	1	0	0	0	"0"	"0"	"P61576_(82.857)"	NA	"inflammation"	841.727	"healthy"
"115"	"PXD002211"	"normal"	"HUVEC"	3	1	0	0	0	"0"	"0"	"0"	NA	"inflammation"	841.727	"healthy"
"116"	"PXD002211"	"normal"	"HUVEC"	3	1	0	0	0	"0"	"0"	"0"	NA	"inflammation"	841.727	"healthy"
"117"	"PXD002212"	"normal"	"HUVEC"	1	1	0	0	0	"0"	"ORF2p_HS_78_(52.632)"	"0"	NA	"control"	677.965	"healthy"
"118"	"PXD002212"	"normal"	"HUVEC"	1	1	0	0	0	"0"	"ORF2p_HS_78_(52.632)"	"0"	NA	"control"	677.965	"healthy"
"119"	"PXD002212"	"normal"	"HUVEC"	2	1	0	0	0	"0"	"0"	"0"	NA	"control"	677.965	"healthy"
"120"	"PXD002212"	"normal"	"HUVEC"	2	1	0	0	0	"0"	"0"	"0"	NA	"control"	677.965	"healthy"
"121"	"PXD002212"	"normal"	"HUVEC"	3	1	0	0	0	"0"	"0"	"0"	NA	"control"	677.965	"healthy"
"122"	"PXD002212"	"normal"	"HUVEC"	3	1	0	0	0	"0"	"0"	"0"	NA	"control"	677.965	"healthy"
"123"	"PXD002523"	"healthy"	"lung epithelial cells"	1	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	1331.298	"healthy"
"124"	"PXD002523"	"lung	adenocarcinoma"	"lung epithelial cells"	2	1	0	0	0	"0"	"0"	"0"	NA	"lung	adenocarcinoma"	1331.298	"disease"
"125"	"PXD002523"	"healthy"	"lung epithelial cells"	3	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	1331.298	"healthy"
"126"	"PXD002523"	"lung	adenocarcinoma"	"lung epithelial cells"	4	1	0	0	0	"0"	"0"	"0"	NA	"lung	adenocarcinoma"	1331.298	"disease"
"127"	"PXD002523"	"healthy"	"lung epithelial cells"	5	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	1331.298	"healthy"
"128"	"PXD002523"	"lung	adenocarcinoma"	"lung epithelial cells"	6	1	0	0	0	"0"	"ORF2p_PA2_17_(7.672)"	"0"	NA	"lung	adenocarcinoma"	1331.298	"disease"
"129"	"PXD002523"	"healthy"	"lung epithelial cells"	7	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	1331.298	"healthy"
"130"	"PXD002523"	"lung	adenocarcinoma"	"lung epithelial cells"	8	1	0	0	0	"0"	"0"	"0"	NA	"lung	adenocarcinoma"	1331.298	"disease"
"131"	"PXD002523"	"healthy"	"lung epithelial cells"	9	1	0	0	0	"0"	"0"	"0"	NA	"healthy"	1331.298	"healthy"
"132"	"PXD002523"	"lung	adenocarcinoma"	"lung epithelial cells"	10	1	0	0	0	"0"	"ORF2p_HS_3_(2.446)"	"0"	NA	"lung	adenocarcinoma"	1331.298	"disease"
"133"	"PXD002614"	""	""	1	1	0	0	0	"0"	"0"	"0"	NA	"glioblastoma	stem	cells"	2979.839	""
"134"	"PXD002614"	""	""	2	1	0	0	0	"0"	"0"	"0"	NA	"glioblastoma	stem	cells"	2979.839	""
"135"	"PXD002614"	""	""	3	1	0	0	0	"0"	"0"	"0"	NA	"glioblastoma	stem	cells"	2979.839	""
"136"	"PXD002614"	""	""	4	1	0	0	0	"0"	"0"	"0"	NA	"glioblastoma	stem	cells"	2979.839	""
"137"	"PXD002614"	""	""	5	1	0	0	0	"ORF1p_PA2_11_(7.519)"	"0"	"0"	NA	"glioblastoma	stem	cells"	2979.839	""
"138"	"PXD002614"	""	""	6	1	0	0	0	"0"	"0"	"0"	NA	"glioblastoma	stem	cells"	2979.839	""
"139"	"PXD002614"	""	""	7	1	0	0	0	"0"	"0"	"0"	NA	"glioblastoma	stem	cells"	2979.839	""
"140"	"PXD002614"	""	""	8	1	0	0	0	"0"	"0"	"0"	NA	"glioblastoma	stem	cells"	2979.839	""
"141"	"PXD002614"	""	""	9	1	0	0	0	"0"	"0"	"0"	NA	"glioblastoma	stem	cells"	2979.839	""
"142"	"PXD002614"	""	""	10	1	0	0	0	"0"	"0"	"0"	NA	"glioblastoma	stem	cells"	2979.839	""
"143"	"PXD002614"	""	""	11	1	0	0	0	"0"	"0"	"0"	NA	"glioblastoma	stem	cells"	2979.839	""
"144"	"PXD002614"	""	""	12	1	0	0	0	"0"	"0"	"0"	NA	"glioblastoma	stem	cells"	2979.839	""
"145"	"PXD002614"	""	""	13	1	0	0	0	"0"	"0"	"0"	NA	"glioblastoma	stem	cells"	2979.839	""
"146"	"PXD002614"	""	""	14	1	0	0	0	"0"	"0"	"0"	NA	"glioblastoma	stem	cells"	2979.839	""
"147"	"PXD002614"	""	""	15	1	0	0	0	"0"	"0"	"0"	NA	"glioblastoma	stem	cells"	2979.839	""
"148"	"PXD002614"	""	""	16	1	0	0	0	"0"	"0"	"0"	NA	"glioblastoma	stem	cells"	2979.839	""
"149"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	1	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"150"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	2	1	0	0	0	"ORF1p_HS_110_(2.971),ORF1p_HS_39_(2.971)"	"ORF2p_HS_5_(2.971),ORF2p_HS_61_(2.971),ORF2p_HS_19_(2.971),ORF2p_PA2_20_(2.971),ORF2p_HS_39_(2.971),ORF2p_HS_106_(2.971),ORF2p_HS_60_(2.971)"	"Q9N2K0_(2.779)"	NA	NA	NA	NA
"151"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	3	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"152"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	4	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"153"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	5	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"154"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	6	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"155"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	7	1	0	0	0	"ORF1p_PA2_27_(1.811),ORF1p_HS_20_(1.811),ORF1p_HS_101_(1.811)"	"ORF2p_PA2_29_(1.811),ORF2p_HS_85_(1.811),ORF2p_PA2_18_(1.811),ORF2p_HS_71_(1.811),ORF2p_HS_108_(1.811)"	"0"	NA	NA	NA	NA
"156"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	8	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"157"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	9	1	0	0	0	"ORF1p_PA2_35_(0.029),ORF1p_HS_1_(0.029),ORF1p_HS_68_(0.029),ORF1p_PA2_4_(0.029),ORF1p_PA2_20_(0.029),ORF1p_PA2_2_(0.029)"	"ORF2p_PA2_25_(0.029),ORF2p_HS_101_(0.029),ORF2p_HS_120_(0.029),ORF2p_PA2_27_(0.029),ORF2p_HS_84_(0.029),ORF2p_HS_39_(0.029),ORF2p_PA2_2_(0.029),ORF2p_PA2_11_(0.029),ORF2p_HS_21_(0.029),ORF2p_PA2_28_(0.029)"	"c(P63132_(0.029), C9J7D0_(0.029))"	NA	NA	NA	NA
"158"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	10	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"159"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	11	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"160"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	12	1	0	0	0	"ORF1p_PA2_7_(0.366),ORF1p_HS_36_(0.366),ORF1p_HS_9_(0.366),ORF1p_PA2_6_(0.366)"	"ORF2p_HS_89_(0.366),ORF2p_PA2_27_(0.366),ORF2p_HS_28_(0.366),ORF2p_HS_68_(0.366),ORF2p_PA2_22_(0.366),ORF2p_PA2_12_(0.366),ORF2p_HS_20_(0.366),ORF2p_PA2_11_(0.366),ORF2p_HS_42_(0.366),ORF2p_HS_45_(0.366),ORF2p_PA2_23_(0.366)"	"0"	NA	NA	NA	NA
"161"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	13	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"162"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	14	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"163"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	15	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"164"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	16	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"165"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	17	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"166"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	18	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"167"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	19	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"168"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	20	1	0	0	0	"ORF1p_PA2_25_(0.063)"	"ORF2p_PA2_26_(0.063),ORF2p_HS_117_(0.063),ORF2p_HS_32_(0.063),ORF2p_PA2_6_(0.063),ORF2p_PA2_32_(0.063)"	"0"	NA	NA	NA	NA
"169"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	21	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"170"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	22	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"171"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	23	1	0	0	0	"ORF1p_HS_115_(2.282)"	"ORF2p_PA2_15_(2.282),ORF2p_HS_20_(2.282),ORF2p_HS_109_(2.282)"	"0"	NA	NA	NA	NA
"172"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	24	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"173"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	25	1	0	0	0	"ORF1p_HOT_4_(3.207)"	"ORF2p_PA2_28_(3.207),ORF2p_PA2_15_(3.207),ORF2p_PA2_20_(3.207),ORF2p_PA2_26_(3.207),ORF2p_HS_85_(3.207),ORF2p_PA2_12_(3.207),ORF2p_PA2_34_(3.207),ORF2p_HS_11_(3.207),ORF2p_PA2_24_(3.207),ORF2p_HS_78_(3.207)"	"P61576_(3.207)"	NA	NA	NA	NA
"174"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	26	1	0	0	0	"ORF1p_HS_121_(1.836),ORF1p_PA2_11_(1.836),ORF1p_HS_69_(1.836)"	"ORF2p_HS_18_(1.836),ORF2p_PA2_19_(1.836),ORF2p_HS_36_(1.836),ORF2p_PA2_29_(1.836)"	"0"	NA	NA	NA	NA
"175"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	27	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"176"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	28	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"177"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	29	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"178"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	30	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"179"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	31	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"180"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	32	1	0	1.21428571428571	0	"ORF1p_HS_57_(1.214)"	"ORF2p_PA2_17_(2.029),ORF2p_PA2_7_(1.214),ORF2p_HS_3_(1.214),ORF2p_HS_39_(1.214)"	"C9JL84_(1.214)"	NA	NA	NA	NA
"181"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	33	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"182"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	34	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"183"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	35	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"184"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	36	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"185"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	37	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"186"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	38	1	0	0	0	"ORF1p_PA2_17_(1.997)"	"ORF2p_PA2_7_(2.257),ORF2p_PA2_30_(2.257),ORF2p_PA2_25_(1.997),ORF2p_PA3_1_(1.997),ORF2p_HS_1_(1.997),ORF2p_PA2_16_(1.997),ORF2p_HS_122_(1.997),ORF2p_PA2_5_(1.997),ORF2p_HS_36_(1.997),ORF2p_PA2_13_(1.997),ORF2p_PA2_20_(1.997),ORF2p_HS_67_(1.997),ORF2p_PA2_27_(1.997),ORF2p_HS_54_(1.997),ORF2p_HS_42_(1.997),ORF2p_HS_12_(1.997),ORF2p_PA2_23_(1.997),ORF2p_HS_27_(1.997),ORF2p_HS_78_(1.997)"	"Q9N2J8_(1.997)"	NA	NA	NA	NA
"187"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	39	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"188"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	40	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"189"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	41	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"190"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	42	1	0	0	0	"ORF1p_PA2_25_(0.637),ORF1p_HS_112_(0.637),ORF1p_PA2_8_(0.637),ORF1p_PA2_26_(0.637)"	"ORF2p_PA3_1_(0.637),ORF2p_PA2_15_(0.637),ORF2p_HS_30_(0.637),ORF2p_HS_58_(0.637),ORF2p_HS_28_(0.637),ORF2p_PA2_11_(0.637),ORF2p_HS_122_(0.637),ORF2p_PA2_27_(0.637),ORF2p_HS_68_(0.637),ORF2p_HS_88_(0.637),ORF2p_PA2_20_(0.637)"	"C9JY43_(0.637)"	NA	NA	NA	NA
"191"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	43	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"192"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	44	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"193"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	45	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"194"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	46	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"195"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	47	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"196"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	48	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"197"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	49	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"198"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	50	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"199"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	51	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"200"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	52	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"201"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	53	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"202"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	54	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"203"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	55	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"204"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	56	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"205"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	57	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"206"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	58	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"207"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	59	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"208"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	60	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"209"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	61	1	0	0	0	"ORF1p_HS_11_(2.216),ORF1p_HS_92_(2.216)"	"ORF2p_HS_7_(2.216),ORF2p_HS_50_(2.216),ORF2p_HS_88_(2.216),ORF2p_HS_6_(2.216),ORF2p_HS_40_(2.216),ORF2p_HS_116_(2.216),ORF2p_HS_52_(2.216),ORF2p_PA2_31_(2.216),ORF2p_PA2_13_(2.216),ORF2p_HS_10_(2.216),ORF2p_PA2_14_(2.216),ORF2p_PA2_29_(2.216),ORF2p_HS_78_(2.216),ORF2p_HS_108_(2.216),ORF2p_HS_92_(2.216)"	"0"	NA	NA	NA	NA
"210"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	62	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"211"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	63	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"212"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	64	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"213"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	65	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"214"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	66	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"215"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	67	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"216"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	68	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"217"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	69	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"218"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	70	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"219"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	71	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"220"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	72	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"221"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	73	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"222"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	74	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"223"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	75	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"224"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	76	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"225"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	77	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"226"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	78	1	0	0	0	"ORF1p_PA2_26_(3.236),ORF1p_PA2_22_(3.236),ORF1p_PA2_23_(3.236)"	"ORF2p_PA2_8_(3.236),ORF2p_PA2_7_(3.236),ORF2p_HS_7_(3.236),ORF2p_HS_121_(3.236),ORF2p_HS_24_(3.236),ORF2p_PA2_24_(3.236),ORF2p_PA2_26_(2.54),ORF2p_PA2_23_(2.54)"	"C9JD07_(3.236)"	NA	NA	NA	NA
"227"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	79	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"228"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	80	1	0	0	0	"ORF1p_PA2_15_(0.475),ORF1p_HOT_4_(0.475)"	"ORF2p_HS_3_(0.475),ORF2p_PA2_5_(0.475),ORF2p_HOT_5_(0.475),ORF2p_HS_33_(0.475)"	"0"	NA	NA	NA	NA
"229"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	81	1	0	0	0	"ORF1p_PA2_30_(3.546)"	"ORF2p_HS_73_(3.546),ORF2p_PA2_35_(3.546),ORF2p_PA2_7_(3.546),ORF2p_PA2_17_(3.546),ORF2p_HS_61_(3.546),ORF2p_HOT_6_(3.546),ORF2p_PA2_20_(3.546),ORF2p_PA2_4_(3.546),ORF2p_HS_85_(3.546),ORF2p_HS_13_(3.546),ORF2p_PA2_30_(3.546),ORF2p_HS_25_(3.546),ORF2p_HS_111_(3.546),ORF2p_HS_103_(3.546),ORF2p_HS_42_(3.546),ORF2p_PA2_23_(3.546),ORF2p_HS_27_(3.546)"	"0"	NA	NA	NA	NA
"230"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	82	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"231"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	83	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"232"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	84	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"233"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	85	1	0	0	0	"0"	"0"	"0"	NA	NA	NA	NA
"234"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	86	1	0	0	0	"ORF1p_PA2_22_(4.683)"	"ORF2p_HS_116_(4.683),ORF2p_HS_100_(4.683),ORF2p_HS_103_(4.683),ORF2p_PA2_23_(4.683)"	"c(Q9XRX5_(4.683), C9JY47_(4.683))"	NA	NA	NA	NA
"235"	"PXD003271"	"Clear-Cell Renal Cell Carcinoma vs healthy"	NA	87	1	0	0	0	"ORF1p_PA2_25_(2.02),ORF1p_HS_53_(2.02),ORF1p_PA2_22_(2.02),ORF1p_HS_33_(2.02),ORF1p_PA2_30_(2.02),ORF1p_HS_45_(2.02)"	"ORF2p_PA2_25_(2.02),ORF2p_PA2_26_(2.02),ORF2p_PA2_16_(2.02),ORF2p_HS_62_(2.02),ORF2p_HS_68_(2.02),ORF2p_PA2_13_(2.02),ORF2p_PA2_34_(2.02),ORF2p_PA2_29_(2.02),ORF2p_HS_57_(2.02),ORF2p_HS_108_(2.02)"	"0"	NA	NA	NA	NA
